Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Saturday,14/09/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,3948.95,50.81,12.45,0,0.8,0,0,1.01,525.55,5.93,69,12.45,38,5.35,38,34,62.19,23.65,184.03,0.03,34,541.73,0.2,MatchDayMinusOne,37,1:28:40,166,0,50.81,0:00:00,56.21
Saturday,14/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,3259.05,58.02,58.02,1.47,0.79,0,0,0.8,381.71,4.42,47,58.02,27,5.19,27,23,44.11,27.18,119.2,0,23,390.87,0.79,MatchDayMinusOne,37,1:26:18,121,1.47,58.02,0:00:00,46.64
Saturday,14/09/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,3410.78,38.52,20.83,7.17,0.63,10.69,1,0.79,393.54,4.56,56,20.83,26,4.85,26,22,56.09,26.64,122.72,-0.03,22,410.2,0.34,MatchDayMinusOne,37,1:26:18,134,0,38.52,0:00:00,52.11
Saturday,14/09/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,3960.68,81.1,81.1,24.13,1.29,27.84,1,0.49,478.19,5.54,55,81.1,50,5.72,50,37,62.85,31.07,89.87,-0.01,37,490.44,1.29,MatchDayMinusOne,37,1:26:18,194,24.13,81.1,0:00:00,58.51
Saturday,14/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,3443.03,45.8,36.31,0,0.71,0,0,0.49,388.6,4.5,54,36.31,40,4.65,40,39,53.6,24.62,75.89,-0.02,39,401.54,0.57,MatchDayMinusOne,37,1:26:18,145,0,45.8,0:00:00,47.87
Saturday,14/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,3568.35,44.76,44.76,0,0.53,0,0,0.78,419.09,4.86,53,44.76,28,4.8,28,25,42.02,23.62,128.02,0.02,25,433.88,0.53,MatchDayMinusOne,37,1:26:18,121,0,44.76,0:00:00,52.61
Saturday,14/09/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,5095.54,116.71,116.71,20.59,1.57,32.67,2,1.04,857.33,9.93,113,116.71,52,5.61,52,60,68.62,28.66,251.36,0.02,60,884.73,1.57,MatchDayMinusOne,37,1:26:18,223,20.59,116.71,0:00:00,88.02
Saturday,14/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,4305.71,47.3,28.19,5,0.66,0,0,0.97,600.72,6.96,78,28.19,35,4.97,35,36,60.38,26.03,194.28,0.04,36,617.99,0.4,MatchDayMinusOne,37,1:26:18,169,0,47.3,0:00:00,63.94
Saturday,14/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,3584.34,48.15,48.15,0,0.8,0,0,0.87,519.37,6.02,67,48.15,28,4.8,28,45,59.38,23.94,144.93,-0.06,45,536.41,0.8,MatchDayMinusOne,37,1:26:18,153,0,48.15,0:00:00,50.17
Saturday,14/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,3924.17,18.54,18.54,0,0.32,0,0,1.12,474.93,5.5,65,18.54,39,5.45,39,39,67.42,22.9,202.69,0.01,39,492.51,0.32,MatchDayMinusOne,37,1:26:18,170,0,18.54,0:00:00,64.99
Saturday,14/09/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,3875.39,27.18,27.18,5.05,0.34,18.66,1,0.57,497.7,5.77,76,27.18,28,4.66,28,28,48.46,27.18,103.01,-0.01,28,515.04,0.34,MatchDayMinusOne,37,1:26:18,147,5.05,27.18,0:00:00,53.85
Saturday,14/09/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,4990,71.38,71.38,0,0.81,0,0,0.37,572.27,6.45,73,71.38,38,5.19,38,49,56.37,24.37,83.54,0,49,593.57,0.81,MatchDayMinusOne,37,1:28:40,188,0,71.38,0:00:00,61.46
Saturday,14/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,2017.39,1.13,1.13,0,0.01,0,0,0.6,158.02,1.83,26,1.13,7,4.33,7,19,24.78,20.48,55.19,-0.08,19,164.29,0.01,MatchDayMinusOne,37,1:26:18,55,0,1.13,0:00:00,27.7
Saturday,14/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,4573.49,61.27,61.27,0,0.72,0,0,0.98,554.68,6.43,64,61.27,49,4.95,49,54,53.83,24.48,205.19,-0.01,54,573.15,0.72,MatchDayMinusOne,37,1:26:18,180,0,61.27,0:00:00,76.93
Saturday,14/09/2024,,DAVID AMIGO,AMIGO,DELANTERO,VR,198.83,0,0,0,0,0,0,0.42,6.46,2.38,1,0,0,1.71,0,0,73.19,16.96,3.76,-0.01,0,6.46,0,MatchDayMinusOne,37,0:02:43,3,0,0,0:00:00,2.75
Saturday,14/09/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,VR,204.14,0,0,0,0,0,0,0.54,5,1.84,0,0,0,2.54,0,0,75.15,11.41,4.95,-0.01,0,5.46,0,MatchDayMinusOne,37,0:02:43,9,0,0,0:00:00,2.94
Saturday,14/09/2024,,JORGE CASADO,CASADO,CENTRAL,VR,218.8,0,0,0,0,0,0,0.52,4.12,1.52,0,0,0,1.74,0,0,80.54,14.4,5.11,0.06,0,4.46,0,MatchDayMinusOne,37,0:02:43,1,0,0,0:00:00,3
Saturday,14/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,VR,180.29,0,0,0,0,0,0,0.34,2.86,1.05,0,0,0,1.86,0,0,66.36,11.7,2.67,-0.07,0,3.17,0,MatchDayMinusOne,37,0:02:43,3,0,0,0:00:00,2.36
Saturday,14/09/2024,20,García Dario,Dario,CENTROCAMPISTA,VR,199.9,0,0,0,0,0,0,0.73,5.5,2.02,0,0,0,2.42,0,0,73.58,12.49,6.46,-0.09,0,6.09,0,MatchDayMinusOne,37,0:02:43,5,0,0,0:00:00,3.07
Saturday,14/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,VR,9.48,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,26.22,4.25,0,0,0,0,0,MatchDayMinusOne,37,0:02:43,0,0,0,0:00:00,0.1
Saturday,14/09/2024,12, Gallar,Gallar,LATERAL DERECHO,VR,185.19,0,0,0,0,0,0,0.93,11.69,4.3,2,0,0,2.35,0,0,68.17,16.02,7.65,0.1,0,12.34,0,MatchDayMinusOne,37,0:02:43,5,0,0,0:00:00,2.88
Saturday,14/09/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,VR,208.46,0,0,0,0,0,0,0.37,14.67,5.4,1,0,1,3.85,1,1,76.74,15.05,3.49,0.05,1,15.02,0,MatchDayMinusOne,37,0:02:43,6,0,0,0:00:00,2.89
Saturday,14/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,VR,216.41,0,0,0,0,0,0,0.49,9.08,3.34,2,0,0,2.92,0,0,79.66,14.47,4.81,0.01,0,9.29,0,MatchDayMinusOne,37,0:02:43,5,0,0,0:00:00,3.16
Saturday,14/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,VR,155.28,0,0,0,0,0,0,0.74,5.2,1.91,1,0,0,1.68,0,0,57.16,13.9,5.12,0.02,0,5.49,0,MatchDayMinusOne,37,0:02:43,2,0,0,0:00:00,2.66
Saturday,14/09/2024,,ALEX KREHL,KREHL,DELANTERO,VR,257.3,0,0,0,0,0,0,0.86,20.86,7.67,3,0,1,3.5,1,2,94.71,17.21,10.28,0.02,2,22.42,0,MatchDayMinusOne,37,0:02:43,10,0,0,0:00:00,5.06
Saturday,14/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,VR,221.78,0,0,0,0,0,0,0.59,11,4.05,1,0,0,1.96,0,0,81.64,15.34,5.91,0.05,0,11,0,MatchDayMinusOne,37,0:02:43,4,0,0,0:00:00,3.18
Saturday,14/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,VR,184.71,0,0,0,0,0,0,0.5,1.14,0.42,0,0,0,1.65,0,0,67.99,11.3,4.05,-0.04,0,1.14,0,MatchDayMinusOne,37,0:02:43,2,0,0,0:00:00,2.9
Saturday,14/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDayMinusOne,37,0:02:43,0,0,0,0:00:00,0
Saturday,14/09/2024,,ROJO ,,CENTROCAMPISTA,VR,192.36,0,0,0,0,0,0,0.48,0,0,0,0,0,1.55,0,0,70.81,11.99,4.13,-0.06,0,0,0,MatchDayMinusOne,37,0:02:43,1,0,0,0:00:00,2.89
Saturday,14/09/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,VR,228.47,0,0,0,0,0,0,0.28,21.36,7.86,3,0,1,3.22,1,4,84.1,14.9,2.9,-0.05,4,22.24,0,MatchDayMinusOne,37,0:02:43,9,0,0,0:00:00,3.03
Saturday,14/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,VR,197.13,0,0,0,0,0,0,0.7,1.16,0.43,0,0,0,1.73,0,0,72.56,12.71,6.11,-0.05,0,1.16,0,MatchDayMinusOne,37,0:02:43,4,0,0,0:00:00,3.22
Saturday,14/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,VR,175.92,0,0,0,0,0,0,0.51,1,0.37,0,0,0,1.44,0,0,64.76,12.71,3.92,0.02,0,1.32,0,MatchDayMinusOne,37,0:02:43,0,0,0,0:00:00,2.29
Saturday,14/09/2024,,DAVID AMIGO,AMIGO,DELANTERO,RONDO MEDIO,427.78,0,0,0,0,0,0,0.42,35.87,2.71,4,0,5,5.13,5,5,32.38,17.5,7.86,0.06,5,37.29,0,MatchDayMinusOne,37,0:13:12,35,0,0,0:00:00,6.69
Saturday,14/09/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,RONDO MEDIO,347.45,0,0,0,0,0,0,0.83,31.14,2.36,4,0,5,4.3,5,5,26.3,16.45,12.49,-0.03,5,31.76,0,MatchDayMinusOne,37,0:13:12,23,0,0,0:00:00,6.36
Saturday,14/09/2024,,JORGE CASADO,CASADO,CENTRAL,RONDO MEDIO,331.51,0,0,0,0,0,0,0.35,20.43,1.55,5,0,5,4.58,5,4,25.1,14.54,4.86,0.06,4,21.13,0,MatchDayMinusOne,37,0:13:12,25,0,0,0:00:00,5.45
Saturday,14/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,RONDO MEDIO,314.44,0,0,0,0,0,0,0.23,11.19,0.85,1,0,3,3.56,3,0,23.8,16.2,3.02,0.07,0,11.69,0,MatchDayMinusOne,37,0:13:12,21,0,0,0:00:00,4.26
Saturday,14/09/2024,20,García Dario,Dario,CENTROCAMPISTA,RONDO MEDIO,324.68,0,0,0,0,0,0,0.37,21.67,1.64,2,0,5,3.77,5,1,24.58,15.41,5.18,-0.04,1,22.62,0,MatchDayMinusOne,37,0:13:12,26,0,0,0:00:00,4.98
Saturday,14/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,RONDO MEDIO,325.6,0,0,0,0,0,0,0.51,25.95,1.96,7,0,5,4.55,5,3,24.65,16.16,7.28,0.02,3,26.6,0,MatchDayMinusOne,37,0:13:12,19,0,0,0:00:00,5.45
