Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Sunday,18/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,33,0:48:40,0,0,0,0:00:00,0
Sunday,18/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,33,0:48:40,0,0,0,0:00:00,0
Sunday,18/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SEGUNDA PARTE,4035.62,302.83,302.83,36.79,5.89,59.38,3,1.34,779.77,15.17,81,302.83,30,4.85,30,31,78.49,29.66,273.93,-0.01,31,811.03,5.89,MatchDay,33,0:51:25,105,36.79,302.83,0:00:00,70.07
Sunday,18/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,SEGUNDA PARTE,4471.5,269.15,269.15,44.94,5.23,42.41,2,1.49,789.69,15.36,80,269.15,28,6.32,28,45,86.97,33.44,332.41,-0.01,45,815.2,5.23,MatchDay,33,0:51:25,120,44.94,269.15,0:00:00,68.11
Sunday,18/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,SEGUNDA PARTE,5493.09,347.41,347.41,69.17,6.76,112.98,5,0.82,1090.65,21.21,118,347.41,38,4.9,38,48,106.84,30.28,223.63,0.04,48,1131.26,6.76,MatchDay,33,0:51:25,168,69.17,347.41,0:00:00,82.08
Sunday,18/08/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,2135.3,161.45,102.45,34.6,7.77,52.66,2,1.56,460.74,8.96,47,102.45,25,5.38,25,23,102.76,28.87,168.15,-0.04,23,471.76,4.93,MatchDay,33,0:51:25,66,0.8,161.45,0:00:00,36.49
Sunday,18/08/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,2665.24,12.03,2.99,0,0.23,0,0,1.11,435.11,8.46,61,2.99,23,4.58,23,17,51.84,21.92,142.31,-0.01,17,451.11,0.06,MatchDay,33,0:51:25,98,0,12.03,0:00:00,43.92
Sunday,18/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,SEGUNDA PARTE,1488.72,129.73,129.73,44.72,7.82,58.58,2,0.51,343.41,6.68,35,129.73,19,5.16,19,20,89.7,30.28,38.62,-0.01,20,352.53,7.82,MatchDay,33,0:51:25,50,44.72,129.73,0:00:00,19.34
Sunday,18/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SEGUNDA PARTE,4786.54,222.94,186.59,46.09,4.34,62.63,3,0.53,701.34,13.64,77,186.59,29,5.31,29,35,93.1,34.42,122.44,-0.06,35,731.28,3.63,MatchDay,33,0:51:25,122,21.37,222.94,0:00:00,61
Sunday,18/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,3914.5,235.39,235.39,47.06,6.23,60.08,3,0.97,836.22,16.26,86,235.39,34,5.44,34,41,103.61,28.3,191.22,-0.01,41,860.51,6.23,MatchDay,33,0:51:25,145,47.06,235.39,0:00:00,62.31
Sunday,18/08/2024,,ALEX KREHL,KREHL,DELANTERO,SEGUNDA PARTE,1407.69,160.86,160.86,13.75,13.79,36.87,2,1.43,416.48,8.1,40,160.86,18,5.11,18,18,120.66,27.65,106.83,0.08,18,428.17,13.79,MatchDay,33,0:51:25,54,13.75,160.86,0:00:00,24.85
Sunday,18/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SEGUNDA PARTE,4499.72,400.48,315.49,54.08,7.79,27.22,1,1.12,936.81,18.22,92,315.49,35,4.79,35,45,87.52,31.64,253.16,0.06,45,966.94,6.14,MatchDay,33,0:51:25,139,27.69,400.48,0:00:00,74.65
Sunday,18/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,1678.17,40.67,40.67,1.42,2.51,8.3,1,0.9,257.66,5.01,30,40.67,7,4.53,7,11,103.59,25.81,74.22,-0.05,11,265.91,2.51,MatchDay,33,0:51:25,45,1.42,40.67,0:00:00,25.13
Sunday,18/08/2024,,ROJO ,,CENTROCAMPISTA,SEGUNDA PARTE,6243.42,242.31,242.31,57.4,4.71,73.56,3,0.93,1263.89,24.58,149,242.31,38,5.58,38,55,121.43,30.01,293.79,-0.02,55,1315.08,4.71,MatchDay,33,0:51:25,200,57.4,242.31,0:00:00,95.94
Sunday,18/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,SEGUNDA PARTE,3492.09,162.53,162.53,20.91,3.16,49.12,4,0.52,590.69,11.49,64,162.53,26,4.82,26,28,67.92,28.01,88.57,-0.05,28,614.06,3.16,MatchDay,33,0:51:25,106,20.91,162.53,0:00:00,46.16
Sunday,18/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,SEGUNDA PARTE,5891.21,336.06,336.06,13.14,6.54,16.51,2,0.78,1121.92,21.82,116,336.06,31,4.47,31,44,114.58,28.19,229.54,0.04,44,1168.45,6.54,MatchDay,33,0:51:25,158,13.14,336.06,0:00:00,86.06
Sunday,18/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SEGUNDA PARTE,4894.35,404.93,404.93,124.59,8.51,152.02,8,1.45,1071.77,20.84,114,404.93,58,5.99,58,46,102.87,32.29,358.31,-0.04,46,1097.38,8.51,MatchDay,33,0:51:25,156,124.59,404.93,0:00:00,90.18
Tuesday,20/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,2648.36,181.37,181.37,5.07,1.32,10.83,1,1.14,567.91,4.13,59,181.37,19,4.85,19,19,19.27,27.36,151.49,0,19,589.34,1.32,MatchDay,34,2:17:36,91,5.07,181.37,0:00:00,46.56
Tuesday,20/08/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,9329.89,365.75,196.07,36.36,3.21,50.25,3,1.51,1550.28,13.61,185,196.07,62,5.59,62,61,82.01,29.56,690.34,-0.06,61,1611.42,1.72,MatchDay,34,1:53:54,277,3.25,365.75,0:00:00,149.29
Tuesday,20/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,4847.23,362.38,362.38,54.74,6.19,84.72,6,0.9,823.91,14.04,79,362.38,33,4.98,33,35,82.79,30.49,213.24,0.03,35,844.47,6.19,MatchDay,34,0:58:40,125,54.74,362.38,0:00:00,68
Tuesday,20/08/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,7845.01,377.02,248.44,56.83,3.39,79.31,4,1.11,1187.43,10.67,134,248.44,37,5.12,37,46,70.6,31.61,422.6,-0.09,46,1232.9,2.24,MatchDay,34,1:51:14,225,11.81,377.02,0:00:00,122.56
Tuesday,20/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,8660.24,763.64,763.64,124.15,5.64,241.46,12,0.7,1690.13,12.48,154,763.64,59,5.28,59,52,64.01,29.77,301.52,0.05,52,1751.93,5.64,MatchDay,34,2:15:24,232,124.15,763.64,0:00:00,119.76
Tuesday,20/08/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,7790.41,711.99,711.99,104.37,7.83,193.04,8,0.96,1640.83,11.06,174,711.99,64,5.7,64,43,85.62,30.1,381.63,0.04,43,1691.68,7.83,MatchDay,34,2:28:25,208,104.37,711.99,0:00:00,117.06
Tuesday,20/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,3757.29,141.34,141.34,5.1,3.38,8.73,1,1.03,775.16,18.48,92,141.34,36,5,36,40,89.85,27.83,192.8,-0.04,40,804.81,3.38,MatchDay,34,0:41:56,128,5.1,141.34,0:00:00,58.69
Tuesday,20/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,8912.81,517.79,517.79,84.31,3.81,126.92,7,1.38,1644.62,12.09,168,517.79,50,5.57,50,56,65.59,30.71,614.74,-0.01,56,1702.14,3.81,MatchDay,34,2:16:01,235,84.31,517.79,0:00:00,149.92
Tuesday,20/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,8252.84,646.32,646.32,128.29,4.71,190.68,8,0.97,1600.6,11.65,165,646.32,32,5.99,32,43,60.15,31.9,407.51,-0.03,43,1669.37,4.71,MatchDay,34,2:17:21,202,128.29,646.32,0:00:00,121.89
Tuesday,20/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,7009.74,610.91,610.91,124.41,6.04,184,9,1.73,1403.07,13.85,130,610.91,51,5.18,51,45,69.27,31.64,605.91,-0.04,45,1439.49,6.04,MatchDay,34,1:41:19,188,124.41,610.91,0:00:00,125.89
Tuesday,20/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,2283.64,201.28,201.28,53.77,6.12,84.37,5,0.41,525.35,15.9,53,201.28,25,5.88,25,24,69.38,29.02,47.99,0.01,24,539.2,6.12,MatchDay,34,0:33:02,81,53.77,201.28,0:00:00,30.67
Tuesday,20/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,2326.69,71.02,71.02,0,1.86,0,0,0.61,453.03,11.83,49,71.02,22,5.57,22,20,60.95,24.91,69.48,-0.05,20,468.28,1.86,MatchDay,34,0:38:18,81,0,71.02,0:00:00,35.07
Tuesday,20/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PRIMERA PARTE,29.18,0,0,0,0,0,0,1.17,0,0,0,0,1,3.67,1,0,0.59,9.22,1.43,1,0,0,0,MatchDay,34,0:49:38,6,0,0,0:00:00,1.19
Tuesday,20/08/2024,20,García Dario,Dario,CENTROCAMPISTA,PRIMERA PARTE,5210.99,246.7,126.03,11.61,4.97,14.05,1,1.57,920.19,18.54,104,126.03,32,4.88,32,37,104.98,27.79,401.92,-0.07,37,950.14,2.54,MatchDay,34,0:49:38,153,0,246.7,0:00:00,85.1
Tuesday,20/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,34,0:49:38,0,0,0,0:00:00,0
Tuesday,20/08/2024,12, Gallar,Gallar,LATERAL DERECHO,PRIMERA PARTE,4906.95,251.5,165.63,45.21,5.07,65.59,3,1.17,788.1,15.88,88,165.63,22,5.12,22,33,98.86,31.61,281.53,-0.09,33,816.84,3.34,MatchDay,34,0:49:38,145,11.81,251.5,0:00:00,77.67
Tuesday,20/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PRIMERA PARTE,5309.41,529.1,529.1,94.26,10.66,171.31,9,0.77,1147.85,23.12,101,529.1,35,4.98,35,38,106.97,29.7,206.51,0.05,38,1190.97,10.66,MatchDay,34,0:49:38,148,94.26,529.1,0:00:00,74.02
Tuesday,20/08/2024,,ALEX KREHL,KREHL,DELANTERO,PRIMERA PARTE,5671.62,549,549,80.1,11.06,151.25,7,1,1265.87,25.5,134,549,53,5.7,53,36,114.26,30.1,292.74,0.05,36,1306.06,11.06,MatchDay,34,0:49:38,164,80.1,549,0:00:00,85.7
Tuesday,20/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,34,0:49:38,0,0,0,0:00:00,0
Tuesday,20/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PRIMERA PARTE,5537.5,311.56,311.56,32.58,6.28,57.18,3,1.51,1030.66,20.76,115,311.56,31,5.57,31,29,111.56,28.98,422.29,-0.01,29,1067.15,6.28,MatchDay,34,0:49:38,148,32.58,311.56,0:00:00,92.82
Tuesday,20/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PRIMERA PARTE,5632.68,419.28,419.28,51.65,8.45,90.84,5,1.02,1170.25,23.57,126,419.28,25,5.99,25,36,113.48,28.84,294.97,-0.03,36,1220.82,8.45,MatchDay,34,0:49:38,156,51.65,419.28,0:00:00,82.42
Tuesday,20/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,5218.41,460.03,460.03,79.89,9.27,114.3,6,1.76,1092.49,22.01,98,460.03,41,5.18,41,36,105.13,30.1,462.27,-0.04,36,1123.84,9.27,MatchDay,34,0:49:38,142,79.89,460.03,0:00:00,93.07
Tuesday,20/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SEGUNDA PARTE,2469.44,181.37,181.37,5.07,3.57,10.83,1,1.17,565.3,11.11,58,181.37,18,4.85,18,19,48.55,27.36,146.27,-0.01,19,586.73,3.57,MatchDay,34,0:50:51,84,5.07,181.37,0:00:00,41.52
Tuesday,20/08/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,3619.77,119.07,70.03,24.76,3.16,36.2,2,1.57,614.87,12.09,78,70.03,30,5.59,30,23,95.96,29.56,278.18,-0.06,23,644.32,1.86,MatchDay,34,0:50:51,119,3.25,119.07,0:00:00,56.82
Tuesday,20/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SEGUNDA PARTE,4768.9,362.38,362.38,54.74,7.12,84.72,6,0.91,823.91,16.2,79,362.38,33,4.98,33,35,93.76,30.49,212.88,0.03,35,844.47,7.12,MatchDay,34,0:50:51,123,54.74,362.38,0:00:00,66.72
Tuesday,20/08/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,2389.15,105.68,67.54,11.62,2.87,13.72,1,1.07,345.62,6.79,42,67.54,15,5.05,15,12,64.99,27.76,124.38,-0.08,12,362.03,1.84,MatchDay,34,0:50:51,70,0,105.68,0:00:00,37.62
Tuesday,20/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,2651.87,223.16,223.16,29.89,4.39,70.15,3,0.61,497.91,9.79,48,223.16,23,5.28,23,11,52.14,29.77,80.72,0.07,11,515.63,4.39,MatchDay,34,0:50:51,71,29.89,223.16,0:00:00,34.84
Tuesday,20/08/2024,,ALEX KREHL,KREHL,DELANTERO,SEGUNDA PARTE,1601.21,157.92,157.92,24.27,10.84,41.79,1,0.93,347.77,6.84,36,157.92,9,4.68,9,6,109.89,28.73,76.79,0.02,6,358.16,10.84,MatchDay,34,0:50:51,39,24.27,157.92,0:00:00,23.5
Tuesday,20/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,3751.76,141.34,141.34,5.1,3.65,8.73,1,1.03,775.16,15.24,92,141.34,36,5,36,40,96.99,27.83,192.79,-0.04,40,804.81,3.65,MatchDay,34,0:50:51,128,5.1,141.34,0:00:00,58.17
Tuesday,20/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,SEGUNDA PARTE,2801.14,206.23,206.23,51.74,4.05,69.74,4,1.25,587.83,11.56,50,206.23,18,5.35,18,25,55.07,30.71,175.24,-0.01,25,607.77,4.05,MatchDay,34,0:50:51,76,51.74,206.23,0:00:00,45.5
Tuesday,20/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,SEGUNDA PARTE,1736.66,203.37,203.37,76.64,4,99.85,3,0.98,372.94,7.33,35,203.37,6,5,6,6,34.14,31.9,87.18,-0.04,6,390.6,4,MatchDay,34,0:50:51,34,76.64,203.37,0:00:00,25.83
Tuesday,20/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SEGUNDA PARTE,1392.71,150.88,150.88,44.52,6.05,69.71,3,1.81,289.81,5.7,29,150.88,9,4.77,9,8,55.85,31.64,127.92,-0.05,8,294.19,6.05,MatchDay,34,0:50:51,38,44.52,150.88,0:00:00,26.33
Tuesday,20/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,SEGUNDA PARTE,2216.99,201.28,201.28,53.77,8.35,84.37,5,0.42,525.35,21.79,53,201.28,25,5.88,25,24,91.97,29.02,47.66,0.01,24,539.2,8.35,MatchDay,34,0:24:06,81,53.77,201.28,0:00:00,28.47
Tuesday,20/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,SEGUNDA PARTE,2197.75,71.02,71.02,0,2.99,0,0,0.64,453.03,18.79,49,71.02,22,5.57,22,20,92.4,24.91,69.3,-0.05,20,468.28,2.99,MatchDay,34,0:24:06,81,0,71.02,0:00:00,32.03
Sunday,25/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,11569.89,991.43,991.43,283.41,7.1,370.56,15,0.71,2303.43,16.49,221,991.43,68,5.52,68,96,82.89,31.25,410.84,0.03,96,2371.84,7.1,MatchDay,34,2:19:41,295,283.41,991.43,0:00:00,155.76
Sunday,25/08/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,6887.81,343.31,205.74,43.61,4.51,47.77,3,1.52,1344.84,17.65,155,205.74,60,5.31,60,43,90.55,28.19,517.88,-0.04,43,1398.86,2.7,MatchDay,34,1:16:12,217,0,343.31,0:00:00,110.5
Sunday,25/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,4397.77,363.32,363.32,55.21,5.55,121.76,4,0.84,774.46,11.8,64,363.32,30,5.78,30,30,67.12,27.97,181.13,-0.03,30,800.22,5.55,MatchDay,34,1:05:38,100,55.21,363.32,0:00:00,62.03
Sunday,25/08/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,9856.28,624.01,478.93,172.61,4.39,215.5,11,1.02,1459.12,10.25,161,478.93,60,5.29,60,47,69.28,33.98,487.8,-0.06,47,1508.7,3.37,MatchDay,34,2:22:23,255,39.84,624.01,0:00:00,145.74
Sunday,25/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,9885.34,552.79,480.61,176,3.92,214,12,0.54,1364.44,9.66,143,480.61,59,5.34,59,50,70.03,32.94,254.53,-0.03,50,1410.15,3.4,MatchDay,34,2:21:18,213,29.54,552.79,0:00:00,123.44
Sunday,25/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,11646.27,1082.27,1082.27,243.85,7.68,353.5,16,1.03,2351.48,16.65,224,1082.27,76,5.18,76,74,82.6,31.28,600.79,0.05,74,2427.73,7.68,MatchDay,34,2:21:12,336,243.85,1082.27,0:00:00,166.32
Sunday,25/08/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,8003.35,790.14,790.14,167.5,9.14,226.93,12,1.05,1840.15,21.25,181,790.14,64,5.55,64,80,92.56,32.44,431.89,0.03,80,1890.71,9.14,MatchDay,34,1:26:35,226,167.5,790.14,0:00:00,123.81
Sunday,25/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,7284.4,615.17,489.5,99.78,4.4,72.19,5,1.27,1550.61,11.08,156,489.5,50,4.58,50,66,52.09,28.98,464.29,0.05,66,1591.59,3.5,MatchDay,34,2:19:59,208,49.85,615.17,0:00:00,121.72
Sunday,25/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,11733.97,564.2,564.2,60.75,4.28,96.73,6,1.12,2235.05,16.95,244,564.2,72,5.32,72,79,89.07,28.62,652.27,-0.03,79,2320.97,4.28,MatchDay,34,2:11:53,340,60.75,564.2,0:00:00,179.64
Sunday,25/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,9708.56,579.81,579.81,61.43,4.05,107.2,5,1.44,1842.07,12.85,201,579.81,63,5.77,63,62,67.8,31.46,697.27,-0.06,62,1909.16,4.05,MatchDay,34,2:23:20,269,61.43,579.81,0:00:00,162.78
Sunday,25/08/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,12065.98,614.18,614.18,22.12,4.39,75.99,5,0.94,2150.05,15.33,247,614.18,66,5.66,66,90,86.17,26.86,563.79,0.03,90,2234.24,4.39,MatchDay,34,2:20:15,332,22.12,614.18,0:00:00,177.29
Sunday,25/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,3917.02,243.33,243.33,23.29,4.13,42.65,4,1.48,718.67,12.18,79,243.33,42,5.44,42,37,66.54,30.31,280.42,-0.02,37,736.15,4.13,MatchDay,34,0:58:59,124,23.29,243.33,0:00:00,68.4
Sunday,25/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PRIMERA PARTE,5415.48,487.23,487.23,80.79,9.78,113.57,5,0.75,1145.35,22.99,115,487.23,37,5.52,37,48,108.7,29.45,205.91,0.03,48,1185.64,9.78,MatchDay,34,0:49:49,137,80.79,487.23,0:00:00,73.55
Sunday,25/08/2024,20,García Dario,Dario,CENTROCAMPISTA,PRIMERA PARTE,5424.99,308.84,193.87,43.61,6.2,47.77,3,1.58,1113.57,22.35,126,193.87,47,5.31,47,31,108.9,28.19,430.29,-0.04,31,1159.28,3.89,MatchDay,34,0:49:49,168,0,308.84,0:00:00,88.42
Sunday,25/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,34,0:49:49,0,0,0,0:00:00,0
Sunday,25/08/2024,12, Gallar,Gallar,LATERAL DERECHO,PRIMERA PARTE,4545.64,369.59,291.03,116.8,7.42,128.32,6,1.13,831.02,16.68,89,291.03,27,5.29,27,27,91.24,33.98,257.04,-0.07,27,856.15,5.84,MatchDay,34,0:49:49,138,38.14,369.59,0:00:00,70.09
Sunday,25/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PRIMERA PARTE,4461.99,299.83,264.02,105.74,6.02,131.22,7,0.57,663.62,13.32,68,264.02,28,5.29,28,22,89.57,32.94,125.25,-0.03,22,686.84,5.3,MatchDay,34,0:49:49,94,22.55,299.83,0:00:00,55.78
Sunday,25/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PRIMERA PARTE,5323.69,631.02,631.02,149.99,12.67,224.36,9,1.17,1274.8,25.59,125,631.02,40,5.18,40,39,106.86,31.28,321.07,0.05,39,1309.95,12.67,MatchDay,34,0:49:49,176,149.99,631.02,0:00:00,80.97
Sunday,25/08/2024,,ALEX KREHL,KREHL,DELANTERO,PRIMERA PARTE,5612.07,582.41,582.41,133.4,11.69,176.86,9,1.08,1335.55,26.81,133,582.41,48,5.55,48,58,112.65,32.44,314.81,0.03,58,1370.35,11.69,MatchDay,34,0:49:49,156,133.4,582.41,0:00:00,85.51
Sunday,25/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PRIMERA PARTE,5545.05,530.82,430.6,99.08,10.66,72.19,5,1.36,1312.13,26.34,130,430.6,43,4.58,43,63,111.31,28.98,385.33,0.05,63,1342.97,8.64,MatchDay,34,0:49:49,167,49.85,530.82,0:00:00,92.74
Sunday,25/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PRIMERA PARTE,5561.72,249.95,249.95,18.39,5.02,24.29,2,1.12,1060.86,21.29,117,249.95,37,5.32,37,36,111.64,28.62,312.45,-0.03,36,1101.7,5.02,MatchDay,34,0:49:49,163,18.39,249.95,0:00:00,85.02
Sunday,25/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PRIMERA PARTE,5440.01,397.25,397.25,48.43,7.97,78.92,4,1.59,1161.39,23.31,122,397.25,39,5.77,39,38,109.2,31.46,440.95,-0.07,38,1198.3,7.97,MatchDay,34,0:49:49,151,48.43,397.25,0:00:00,91.48
Sunday,25/08/2024,,ROJO ,,CENTROCAMPISTA,PRIMERA PARTE,5693.52,419.06,419.06,15.66,8.41,36.84,3,1.02,1237.33,24.84,128,419.06,42,5.66,42,46,114.29,26.57,295.35,0.02,46,1284.25,8.41,MatchDay,34,0:49:49,169,15.66,419.06,0:00:00,87.71
Sunday,25/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,34,0:49:49,0,0,0,0:00:00,0
Sunday,25/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,SEGUNDA PARTE,5349.8,504.21,504.21,202.62,9.58,256.98,10,0.75,1134.51,21.55,101,504.21,29,5.31,29,47,101.63,31.25,200.08,0.03,47,1162.63,9.58,MatchDay,34,0:52:38,151,202.62,504.21,0:00:00,73.95
Sunday,25/08/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,1082.83,34.48,11.87,0,3.23,0,0,1.52,226.76,4.31,28,11.87,13,4.52,13,12,101.56,23.44,80.85,-0.04,12,234.11,1.11,MatchDay,34,0:52:38,40,0,34.48,0:00:00,17.2
Sunday,25/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SEGUNDA PARTE,3901.73,363.32,363.32,55.21,8.45,121.76,4,0.92,773.8,14.7,64,363.32,30,5.78,30,30,90.73,27.97,179.42,-0.02,30,799.55,8.45,MatchDay,34,0:52:38,97,55.21,363.32,0:00:00,56.09
Sunday,25/08/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,4493.73,236.93,173.82,54.4,4.5,87.18,5,1.02,606.15,11.51,71,173.82,33,4.46,33,20,85.36,30.78,222.33,-0.05,20,627.74,3.3,MatchDay,34,0:52:38,111,1.7,236.93,0:00:00,67.16
Sunday,25/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SEGUNDA PARTE,4577.77,247.22,214.22,70.26,4.7,82.78,5,0.56,676.41,12.85,72,214.22,31,5.34,31,28,86.96,32.83,124.15,-0.03,28,698.61,4.07,MatchDay,34,0:52:38,109,7,247.22,0:00:00,57.98
Sunday,25/08/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,5264.43,382.27,382.27,45.3,7.26,80.27,6,1.01,989.9,18.8,95,382.27,34,5.01,34,34,100.01,31.25,265.79,0.05,34,1029.85,7.26,MatchDay,34,0:52:38,146,45.3,382.27,0:00:00,75.24
Sunday,25/08/2024,,ALEX KREHL,KREHL,DELANTERO,SEGUNDA PARTE,2074.87,207.72,207.72,34.1,9.87,50.07,3,0.98,496.26,9.43,47,207.72,16,4.74,16,22,98.56,29.34,105.26,0.04,22,511.23,9.87,MatchDay,34,0:52:38,60,34.1,207.72,0:00:00,31.79
Sunday,25/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SEGUNDA PARTE,1208.28,84.34,58.91,0.7,1.6,0,0,1.2,232.23,4.41,25,58.91,6,4.43,6,3,22.95,25.27,72.85,0.05,3,242.1,1.12,MatchDay,34,0:52:38,34,0,84.34,0:00:00,20.48
Sunday,25/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,5702.84,314.25,314.25,42.36,5.97,72.44,4,1.16,1166.82,22.17,125,314.25,34,4.96,34,43,108.33,27.4,333.76,-0.03,43,1211.91,5.97,MatchDay,34,0:52:38,163,42.36,314.25,0:00:00,86.73
